rank,finalWorth,personName,age,country,city,source,industries,selfMade,gender,birthYear,birthMonth,cpi_country,gdp_country,tertiary_education,primary_education,life_expectancy,total_tax_rate,population_country,latitude,longitude
1368,2.2,Charles Munger,99.0,United States,Los Angeles,Berkshire Hathaway,Finance & Investments,True,M,1924.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Adam Neumann,44.0,United States,Miami,WeWork,Real Estate,True,M,1979.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Thi Phuong Thao Nguyen,52.0,Vietnam,Ho Chi Minh City,Airlines,Diversified,True,F,1970.0,6.0,163.52,"$261,921,244,843 ",28.5,110.6,75.3,37.6,96.462106,14.058324,108.277199
1368,2.2,Ni Yongpei & family,71.0,China,Liuan,Beverages,Food & Beverage,True,M,1952.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Heloise Pratt,60.0,Australia,Melbourne,"Manufacturing, investment",Manufacturing,False,F,1962.0,9.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
1368,2.2,Qi Xiangdong,52.0,China,Beijing,Software,Technology,True,M,1970.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Phillip T. (Terry) Ragon,73.0,United States,Boston,Health IT,Technology,True,M,1949.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Prathap Reddy,91.0,India,Chennai,Healthcare,Healthcare,True,M,1932.0,2.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1368,2.2,Jerry Reinsdorf,87.0,United States,Chicago,Sports teams,Sports,True,M,1936.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Chad Richison,52.0,United States,Edmond,Payroll processing,Technology,True,M,1970.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,"Karl Scheufele, III. & family",84.0,Switzerland,Geneva,Jewelry,Fashion & Retail,True,M,1939.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
1368,2.2,Alice Schwartz,96.0,United States,El Cerrito,Biotech,Healthcare,True,F,1926.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Alex Shevchenko,43.0,Canada,,Software,Technology,True,M,1980.0,1.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
1368,2.2,Kavitark Ram Shriram,66.0,United States,Menlo Park,"Venture capital, Google",Technology,True,M,1957.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Jeffrey Soffer,55.0,United States,Aventura,Real estate,Real Estate,False,M,1967.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,William Stone,67.0,United States,East Lyme,Software,Technology,True,M,1955.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Henry Swieca,65.0,United States,New York,Hedge funds,Finance & Investments,True,M,1957.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Harley Sy,63.0,Philippines,Manila,Diversified,Diversified,False,M,1959.0,6.0,129.61,"$376,795,508,680 ",35.5,107.5,71.1,43.1,108.116615,12.879721,121.774017
1368,2.2,Teresita Sy-Coson,72.0,Philippines,Manila,Diversified,Diversified,False,F,1950.0,10.0,129.61,"$376,795,508,680 ",35.5,107.5,71.1,43.1,108.116615,12.879721,121.774017
1368,2.2,Katsumi Tada,77.0,Japan,Tokyo,Real estate,Real Estate,True,M,1945.0,7.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
1368,2.2,Tang Jinkui & family,67.0,China,Suzhou,"Textiles, petrochemicals",Manufacturing,True,M,1955.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Tang Xiao'ou,55.0,China,Shanghai,Software,Technology,True,M,1968.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Lottie Tham & family,73.0,Sweden,Stockholm,H&M,Fashion & Retail,False,F,1949.0,4.0,110.51,"$530,832,908,738 ",67.0,126.6,82.5,49.1,10.285453,60.128161,18.643501
1368,2.2,Shamsheer Vayalil,46.0,United Arab Emirates,Abu Dhabi,Healthcare,Healthcare,False,M,1977.0,1.0,114.52,"$421,142,267,938 ",36.8,108.4,77.8,15.9,9.770529,23.424076,53.847818
1368,2.2,Radha Vembu,50.0,India,Chennai,Business software,Technology,False,F,1972.0,12.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1368,2.2,Wang Wenmo,66.0,China,Quanzhou,Sports apparel,Fashion & Retail,True,M,1957.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Wang Zhenghua,78.0,China,Shanghai,Budget airline,Service,True,M,1944.0,4.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,David Wertheim,65.0,Israel,,Coca-Cola Israel,Food & Beverage,False,M,1958.0,1.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
1368,2.2,Kai Wu,55.0,China,Ningde,Batteries,Energy,True,M,1968.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Xu Yingzhuo,55.0,China,Guangzhou,Agribusiness,Food & Beverage,True,M,1968.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Yeung Kin-man,59.0,Hong Kong,Hong Kong,Electronics,Manufacturing,True,M,1964.0,4.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Huijiao Yu,57.0,China,Shanghai,Package delivery,Logistics,True,M,1966.0,4.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1368,2.2,Oren Zeev,58.0,United States,Los Altos,Investments,Finance & Investments,True,M,1964.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1368,2.2,Clayton Zekelman,54.0,Canada,Windsor,Steel,Manufacturing,False,M,1969.0,1.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
1368,2.2,Zhao Fenggang,57.0,China,Ningde,Batteries,Energy,True,M,1966.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Alex Beard,55.0,United Kingdom,London,"Mining, commodities",Metals & Mining,True,M,1967.0,8.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1434,2.1,Travis Boersma,52.0,United States,Grants Pass,Coffee,Food & Beverage,True,M,1971.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Martin Bouygues,,France,Paris,"Construction, media",Construction & Engineering,False,M,,,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
1434,2.1,Olivier Bouygues,72.0,,,"Construction, media",Construction & Engineering,False,M,1950.0,9.0,,,,,,,,,
1434,2.1,William Boyd & family,91.0,United States,Las Vegas,"Casinos, banking",Gambling & Casinos,True,M,1931.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Anand Burman,70.0,India,Delhi,Consumer goods,Food & Beverage,False,M,1952.0,5.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Cao Ji,71.0,China,Hangzhou,Manufacturing,Manufacturing,True,M,1952.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Bruce Cheng,86.0,Taiwan,Taipei,Electronics,Technology,True,M,1936.0,11.0,,,,,,,,,
1434,2.1,Chi Yufeng,52.0,China,Beijing,Software,Technology,False,M,1971.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Daniel Chiu,62.0,Hong Kong,Hong Kong,Oil & gas,Energy,True,M,1960.0,11.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Beda Diethelm,82.0,Switzerland,Zurich,Hearing aids,Healthcare,True,M,1941.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
1434,2.1,Domenico Dolce,64.0,Italy,Milan,Luxury goods,Fashion & Retail,True,M,1958.0,8.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
1434,2.1,Ralph Dommermuth,59.0,Germany,Montabaur,Internet service provider,Technology,True,M,1963.0,11.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
1434,2.1,Georgi Domuschiev,50.0,United Kingdom,London,"Animal health, investments",Diversified,True,M,1972.0,8.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1434,2.1,Kiril Domuschiev,53.0,United Kingdom,London,"Animal health, investments",Diversified,True,M,1969.0,4.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1434,2.1,Bob Ell,78.0,Australia,Surfers Paradise,Real estate,Real Estate,True,M,1944.0,12.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
1434,2.1,Paul Foster,65.0,United States,El Paso,Oil refining,Energy,True,M,1957.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Stefano Gabbana,60.0,Italy,Milan,Luxury goods,Fashion & Retail,True,M,1962.0,11.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
1434,2.1,Xingjiang Gao,59.0,China,Huzhou,Steel,Manufacturing,True,M,1963.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Gordon Getty,89.0,United States,San Francisco,Getty Oil,Energy,False,M,1933.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Kamal Ghaffarian,64.0,United States,Naples,"Space, energy",Energy,True,M,1958.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Dennis Gillings,78.0,United States,Durham,Clinical trials,Healthcare,True,M,1944.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Harsh Goenka,65.0,India,Mumbai,Diversified,Diversified,False,M,1957.0,12.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Sanjiv Goenka,62.0,India,Kolkata,Diversified,Diversified,False,M,1961.0,1.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Jane Goldman,67.0,United States,New York,Real estate,Real Estate,False,F,1955.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Stein Erik Hagen,66.0,Norway,Oslo,Consumer goods,Fashion & Retail,True,M,1956.0,7.0,120.27,"$403,336,363,636 ",82.0,100.3,82.8,36.2,5.347896,60.472024,8.468946
1434,2.1,Bahaa Hariri,56.0,Switzerland,Geneva,"Real estate, investments",Real Estate,False,M,1966.0,4.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
1434,2.1,Hortensia Herrero,72.0,Spain,Valencia,Supermarkets,Fashion & Retail,False,F,1950.0,5.0,110.96,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,47.076781,40.463667,-3.74922
1434,2.1,Douglas Hsu,80.0,Taiwan,Taipei,Diversified,Diversified,False,M,1942.0,8.0,,,,,,,,,
1434,2.1,Huang Min,49.0,China,Suzhou,Machinery,Manufacturing,True,M,1973.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Jared Isaacman,40.0,United States,Easton,Payment processing,Technology,True,M,1983.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Eugene Kaspersky,57.0,Russia,Moscow,Software,Technology,True,M,1965.0,10.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
1434,2.1,Artem Khachatryan,48.0,Cyprus,Limassol,Retail,Fashion & Retail,True,M,1975.0,1.0,102.51,"$24,564,647,935 ",75.9,99.3,80.8,22.4,1.198575,35.126413,33.429859
1434,2.1,Andrei Krivenko,47.0,Russia,Moscow,Retail,Food & Beverage,True,M,1975.0,7.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
1434,2.1,Thomas Kwok,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,False,M,1951.0,10.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Lam Wai-ying,,Hong Kong,Hong Kong,Smartphone screens,Manufacturing,True,F,,,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Marc Lasry,62.0,United States,New York,Hedge funds,Finance & Investments,True,M,1960.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Christian Latouche & family,82.0,France,Lyon,Accounting services,Finance & Investments,True,M,1940.0,7.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
1434,2.1,Theodore Leonsis,67.0,United States,Bethesda,Sports teams,Sports,True,M,1956.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Lin Chang Su-O,82.0,Taiwan,Taipei,Real estate,Real Estate,False,F,1940.0,8.0,,,,,,,,,
1434,2.1,Liu Chengyu & family,60.0,China,Shenzhen,Power supply equipment,Manufacturing,True,M,1962.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Sergey Lomakin,49.0,Cyprus,Paphos,Retail,Fashion & Retail,True,M,1973.0,5.0,102.51,"$24,564,647,935 ",75.9,99.3,80.8,22.4,1.198575,35.126413,33.429859
1434,2.1,Daniel Lubetzky,54.0,United States,New York,Snack bars,Food & Beverage,True,M,1968.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Melissa Ma,,China,Beijing,Internet search,Technology,True,F,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Anand Mahindra,67.0,India,Mumbai,Diversified,Diversified,False,M,1955.0,5.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Rafique Malik,72.0,India,Mumbai,Footwear,Fashion & Retail,False,M,1950.0,10.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Katarina Martinson,41.0,Sweden,Stockholm,Investments,Diversified,False,F,1981.0,5.0,110.51,"$530,832,908,738 ",67.0,126.6,82.5,49.1,10.285453,60.128161,18.643501
1434,2.1,Kiran Mazumdar-Shaw,70.0,India,Bangalore,Biopharmaceuticals,Healthcare,True,F,1953.0,3.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Nirmal Minda,65.0,India,Gurgaon,Auto parts,Automotive,False,M,1957.0,11.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Mu Rongjun,43.0,China,Beijing,E-commerce,Technology,True,M,1980.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Eugene Murtagh,80.0,Ireland,Kingscourt,Building materials,Manufacturing,True,M,1942.0,6.0,,,,,,,,,
1434,2.1,Alexander Nesis,60.0,Russia,Moscow,"Metals, banking, fertilizers",Finance & Investments,True,M,1962.0,12.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
1434,2.1,Zugen Ni,66.0,China,Suzhou,Appliances,Manufacturing,True,M,1957.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Florentino Perez,76.0,Spain,Madrid,Construction,Construction & Engineering,True,M,1947.0,3.0,110.96,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,47.076781,40.463667,-3.74922
1434,2.1,Victor Pinchuk,62.0,Ukraine,Kiev,"Steel pipes, diversified",Metals & Mining,True,M,1960.0,12.0,281.66,"$153,781,069,118 ",82.7,99.0,71.6,45.2,44.385155,48.379433,31.16558
1434,2.1,Leonid Radvinsky,40.0,United States,,E-commerce,Technology,True,M,1982.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Raveendran Byju,41.0,India,Bangalore,Education technology,Technology,True,M,1981.0,7.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,P.P. Reddy,65.0,India,Hyderabad,Infrastructure,Construction & Engineering,True,M,1957.0,8.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Richard Saghian,41.0,United States,Los Angeles,Fast fashion,Fashion & Retail,True,M,1981.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Shi Yifeng,49.0,China,Beijing,Medical cosmetics,Healthcare,True,M,1974.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Thaksin Shinawatra,73.0,United Arab Emirates,Dubai,Investments,Finance & Investments,True,M,1949.0,7.0,114.52,"$421,142,267,938 ",36.8,108.4,77.8,15.9,9.770529,23.424076,53.847818
1434,2.1,Shu Ping,53.0,Singapore,Singapore,Restaurants,Food & Beverage,True,F,,,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
1434,2.1,Timothy Springer,75.0,United States,Chestnut Hill,Biotech,Healthcare,True,M,1948.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Venu Srinivasan,70.0,India,Chennai,Two-wheelers,Automotive,False,M,1952.0,12.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1434,2.1,Edward Stack,68.0,United States,Sewickley,Dick's Sporting Goods,Fashion & Retail,True,M,1954.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Sun Mengquan & family,73.0,China,Yantai,Edible oil,Food & Beverage,True,M,1950.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Alexander Svetakov,55.0,Russia,Moscow,Real estate,Finance & Investments,True,M,1968.0,2.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
1434,2.1,Torsten Toeller,56.0,Germany,Krefeld,Pet food,Fashion & Retail,True,M,1966.0,4.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
1434,2.1,Barbara Tyson,74.0,United States,Fayetteville,Food processing,Food & Beverage,False,F,1949.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Hamdi Ulukaya,50.0,United States,Norwich,Greek yogurt,Food & Beverage,True,M,1972.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Wang Linpeng,54.0,China,Beijing,Furniture retailing,Construction & Engineering,True,M,1968.0,5.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Wei Ing-Chou,69.0,China,Tianjin,"Food, beverages",Food & Beverage,True,M,1953.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Wei Yin-Chun,66.0,Taiwan,Taipei,"Food, beverages",Food & Beverage,True,M,1957.0,3.0,,,,,,,,,
1434,2.1,Wei Yin-Heng,64.0,China,Shanghai,"Food, beverages",Food & Beverage,True,M,1959.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Wei Ying-Chiao,68.0,Taiwan,Taipei,"Food, beverages",Food & Beverage,True,M,1955.0,2.0,,,,,,,,,
1434,2.1,Elaine Wynn,80.0,United States,Las Vegas,"Casinos, hotels",Gambling & Casinos,True,F,1942.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1434,2.1,Xu Xudong & family,53.0,China,Ningbo,Auto parts,Automotive,True,M,1970.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Michael Ying,73.0,Hong Kong,Hong Kong,Retail,Fashion & Retail,True,M,1949.0,12.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Yu Qibing & family,57.0,China,Ningbo,Glass,Manufacturing,True,M,1965.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Yuan Fugen & family,72.0,China,Suzhou,Metal processing,Manufacturing,True,M,1950.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Zhang Ning & family,49.0,China,Shanghai,Chemicals,Manufacturing,True,F,1974.0,4.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1434,2.1,Zhao Tao,57.0,China,Xi'an,Pharmaceuticals,Healthcare,False,M,1966.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Anu Aga,80.0,India,Pune,Engineering,Construction & Engineering,False,F,1942.0,8.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
1516,2.0,Mohamed Al Fayed,94.0,United Kingdom,London,"Retail, investments",Fashion & Retail,True,M,1929.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1516,2.0,Andrey Andreev,49.0,United Kingdom,London,Online dating,Technology,True,M,1974.0,2.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1516,2.0,Michael Ashcroft,77.0,Turks and Caicos Islands,Turks and Caicos Islands,Security,Finance & Investments,True,M,1946.0,1.0,,,,,,,,,
1516,2.0,Pavel Baudis,62.0,Czech Republic,Prague,Software,Technology,True,M,1960.0,5.0,116.48,"$246,489,245,495 ",64.1,100.7,79.0,46.1,10.669709,49.817492,15.472962
1516,2.0,Wilhelm Beier & family,66.0,Germany,,Pharmaceuticals,Healthcare,True,M,1956.0,4.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
1516,2.0,Cao Jianwei,44.0,China,Shangyu,Semiconductors,Manufacturing,True,M,1978.0,5.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Huwen Chen,52.0,China,Shanghai,Stationery,Manufacturing,True,M,1970.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Phongthep Chiaravanont,71.0,Thailand,Bangkok,Diversified,Diversified,False,M,1952.0,1.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
1516,2.0,Dou Zhenggang,69.0,China,Hangzhou,"Energy, chemicals",Diversified,True,M,1953.0,5.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Maria Franca Fissolo,88.0,Monaco,Monaco,"Nutella, chocolates",Food & Beverage,False,F,1935.0,1.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
1516,2.0,William Franke,85.0,United States,Houston,Low-cost airlines,Diversified,True,M,1937.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,Mario Germano Giuliani,51.0,Monaco,Monaco,Pharmaceuticals,Healthcare,False,M,1972.0,2.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
1516,2.0,Amy Goldman Fowler,68.0,United States,Rhinebeck,Real estate,Real Estate,False,F,1954.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
1516,2.0,John Hancock,47.0,United Kingdom,London,Mining,Metals & Mining,False,M,1976.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
1516,2.0,Hu Yangzhong,58.0,China,Hangzhou,Technology,Technology,True,M,1965.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Huang Dawen,62.0,Hong Kong,Hong Kong,Silicon,Manufacturing,True,M,1960.0,11.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Huang Qiaoling,64.0,China,Hangzhou,Amusement parks,Media & Entertainment,True,M,1958.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
1516,2.0,Rajiv Jain,55.0,United States,Fort Lauderdale,Finance,Finance & Investments,True,M,1968.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
